"Stock.ID","Species","Stock","Region","Sub.Region","UseFlag","BroodYear","TotalEscapement","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R2.5","R3.1","R3.2","R3.3","R3.4","R4.2","R4.3"
151,"Sockeye","Black Lake","Chignik","Chignik",1,1933,223913,0,0,0,0,0,0,62079,247818,138675,0,0,7609,164540,625,0,0,0,54,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1934,866890,0,0,0,0,0,0,16228,1583632,9886,0,4,6057,40971,1299,0,0,276,113,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1935,194636,0,0,0,0,0,10,68710,235971,20562,0,0,7188,85058,1508,0,0,572,130,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1936,548039,0,0,0,0,0,0,15422,490061,23865,0,3,14873,98553,2346,0,0,661,201,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1937,205613,0,0,0,0,0,9,32001,567984,37146,0,7,17179,153156,960,0,0,1026,82,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1938,175972,0,0,0,0,0,19,37059,882938,15193,0,7,26618,62552,706,0,0,418,60,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1939,1142852,0,0,0,0,0,22,57563,360712,11171,0,12,10840,45926,2470,0,0,307,209,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1940,176307,0,0,0,0,0,35,23499,264904,39130,0,5,7938,160651,7513,0,0,1070,634,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1941,374420,0,0,0,0,0,14,17246,926890,119048,0,3,27697,488137,1196,0,0,3247,101,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1942,442981,0,0,0,0,0,11,60302,2817023,18948,0,12,83954,77598,684,0,0,515,58,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1943,701859,0,0,0,0,0,36,183156,447919,10839,0,37,13315,44522,499,0,0,297,38,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1944,291844,0,0,0,0,0,111,29106,256848,7947,0,6,7683,31664,482,0,0,203,43,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1945,217882,0,0,0,0,0,18,16715,183734,7619,0,3,5143,31784,275,0,0,216,27,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1946,774130,0,0,0,0,0,10,11775,182835,4307,0,2,5644,18686,707,0,0,133,64,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1947,2386733,0,0,0,0,0,7,11988,106718,11150,0,2,3550,46809,525,0,0,320,43,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1948,384637,0,0,0,0,0,7,7129,268953,8346,0,1,8407,33877,352,0,0,223,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1949,213269,0,0,0,0,0,4,17688,195878,0,0,4,5713,89095,0,0,0,0,152,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1950,206270,0,0,0,0,0,11,12671,287407,1862,0,3,12644,76722,373,0,0,648,286,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1951,125126,0,0,0,0,0,8,46798,448360,2319,0,0,3404,124345,455,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1952,34155,0,0,0,0,0,0,4390,137957,208,0,0,3423,81691,639,0,0,0,2512,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1953,168375,0,0,0,0,0,0,1024,154589,1625,0,32,17848,180887,0,0,0,252,1350,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1954,184953,0,0,0,0,0,143,6468,50272,515,0,0,10720,72973,312,0,0,9,1009,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1955,256757,0,0,0,0,0,783,30302,430793,339,0,0,3476,88693,0,0,0,109,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1956,289096,0,0,0,0,0,17,16499,81569,9,0,0,14910,90001,196,0,0,0,4967,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1957,192479,0,0,0,0,0,0,6559,117979,52,0,161,10507,210686,21.0137947370202,0,0,3641,905.694553165571,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1958,120862,0,0,0,0,0,905,19146,79955,0,0,0,81992,60132.0243297201,60.503618863998,0,0,76.7003507901237,102.548506549149,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1959,112226,0,0,0,0,0,1522,31039,148402.570502047,401.990145672665,0,142,13872.2565956439,144581.088413515,57.9195235309483,0,0,873.713275798751,53.8549955638642,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1960,251567,0,0,0,0,0,124,55545.7636283655,610591.241239748,6220.7600536222,0,220.644844738712,32598.1192618436,65417.5614982266,605.666430871305,0,0,48.774335605009,3383.10763651738,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1961,140714,0,0,0,0,0,276.331400791816,14301.4147233443,387052.804721516,536.083394314893,0,1.02548506549149,3483.30046779106,164277.708967542,1020.29790936577,0,0,486.101213126484,209.435465479034,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1962,167602,0,0,0,0,0,698.355329599706,8379.02440414385,257370.991495105,3194.17084249307,0,0,25726.1226705044,395625.834241397,954.247360725678,0,0,1524.28699741692,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1963,332536,0,0,0,0,0,0,29537.5089968127,448298.293821498,904.591955077057,0,173.46757000683,17628.418324278,199104.143601549,2505.67556689678,0,0,0,550.676237230564,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1964,137073,0,0,0,0,0,37.2416251992064,13310.9118033065,190971.451728577,3809.33741166662,0,3735.11913033463,133202.784583107,409973.524243269,0,0,0,414.487490388596,271,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1965,307192,0,0,0,0,0,394.231464431122,102569.717159268,1535857.73688554,3332,0,420.991482673093,80850.7193751813,201220,496.998655088339,0,0,271,22730.9384885574,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1966,383545,0,0,0,0,0,1631.07212902319,65254.1472368447,990567,2192.99406561112,0,377.973116235315,15248,225659.389350573,0,0,0,27.999924230329,2607.08958894517,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1967,328000,0,0,0,0,0,2727.72243674781,16157,99356.7311340284,13957.6620098484,0,163,6077.98355256927,100607.49150583,0,0,0,1599.7808003972,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1968,342343,0,0,0,0,0,271,12996.9648293423,1011407.16316494,2336.88070465716,0,0,4704.67452138085,174674.633751521,0,0,0,2117.59047739549,1777.35722457641,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1969,366589,0,0,0,0,0,0,13271.5858022313,301917.234356903,1403.28925788865,0,159.552606422593,68348.7767424206,89900.2888168785,0,0,0,519.42009088643,2359.22936267753,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1970,536257,0,0,0,0,0,0,18671.7875828507,208452.046350801,4834.96387906754,0,282.41923207942,8724.33374877764,201464.379554444,0,0,0,650.487108227962,3600.69465525235,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1971,671668,0,0,0,0,0,614.677152172855,23659.2645101912,838897.516809492,3770.97086820815,0,0,70718.6283034698,442121.689056056,108,0,0,374.408515037302,2367,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1972,326320,0,0,0,0,0,0,33146.7949826212,412670.874585994,4280,0,0,16041.8116416248,443366,1140.98484980371,0,0,441,1862.97526308879,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1973,538462.01875678,0,0,0,0,0,0,19111.7623114653,761907,0,0,0,95637,362660.184534673,492.753662698798,0,0,1155.98465063373,2287.50815899088,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1974,364602.92233849,0,0,0,0,0,49.7883663613434,51566,198938.3584617,0,0,167,87360.8400074947,290322.168024096,6.00131802690059,0,0,847.598281434724,807.17727461813,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1975,326563,0,0,0,0,0,0,22504.7011786437,37916.8520057355,1163.25547754757,0,1458.98062740018,87311.9202266954,209658.045709115,405.421036114821,0,0,772.169586127876,35.3443980202665,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1976,553754,0,0,0,0,0,720.990426563079,23692.4638448573,1057596.27236595,835.791059067477,0,376.538176213232,20277.453393226,138229.861575026,0,0,0,0,457.000337397858,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1977,364557.216666196,0,0,0,0,0,92.1976192785486,79836.5339315297,1727820.25309079,7231.00533856435,0,6.00131802690059,13001.5407658668,349895.258323465,2670.99938281157,0,0,0,918.999787646512,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1978,419731.667098568,0,0,0,0,0,408.08962582924,56426.2918982372,498425.36798146,6580.9984793272,0,3133.1769303848,57526.0424707859,464128.892753632,0,0,0,0,554,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1979,491467.44830975,0,0,0,0,0,1270.31924649311,439889.324765003,2784427.68159951,1335,0,772.000569958744,57539.4735594848,61781,325.999670061931,0,0,0,410.999584035133,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1980,369580.360799683,0,0,108325.974969093,0,0,289.000213365385,86358.980045011,655708,1024.99896261803,0,1777.99958915723,144088,726425.264798797,697,0,0,1629.99835030965,299,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1981,570209.710853183,0,0,3094,0,0,716.999834322687,161169,934785.053921815,3891,0,1444,73945.9251607347,729684,1202,0,0,557,213,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1982,616117,0,1212,2765.99720058681,0,0,444,178830.819008727,1577372,1939,0,1921.9980547823,120249,365273,481.99988697332,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1983,426177.655790252,0,0,20583,213,0,0,75756,230229,339.999920271637,0,2650,42568,217406.949019105,2178.00428851591,0,0,0,574.001130214938,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1984,597712.781972777,0,296,1198,0,0,4015,46004,314541.926241415,2212.00435546244,0,2436,42208.9901021927,298043.586851308,745.999372120994,0,0,707.001392094009,2154.99818622083,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1985,376578,700,213,433.999898229089,794.001563398363,0,523,40205.9905718865,336100.661786133,21636.9817889838,0,658.999845467672,54805.1079118984,329168.722951334,1057,0,0,1404.99881746648,9254,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1986,557771.839099181,425,420.999901277527,5180.01019950066,15.9999865334261,0,1537.9996393464,311827.613992218,1783119.49921683,2652,0,0,60948.9487016119,227622,5672.99852904079,0,15.9999865334261,12166,1421.99963128785,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1987,589299.015988848,0,1197.00235691164,1027.99913477263,779,0,2119.00417234399,173142.854272313,692978,9284.99759248082,0,991.999165072421,77196,460925.880485925,5859.00528027531,0,60,3333.999135523,33825.0304839243,85.9999167712671,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1988,420579.877650223,0,0,507,0,0,1876.99842020255,73541,494877.871682469,5587.0050351422,0,1704,110141.971441144,950451.856569884,827.999198681502,0,210.999945289548,1946.0017537832,435.99957804968,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1989,384000.656941768,0,60,5718.99851711339,979.000882298947,0,6877,195390.949336825,1038205.93565595,3407.99670181952,0,2467.99936006922,138038.12440325,269649.739039211,2078.9990401312,0,0,1041.99899157745,18159.991615576,45.9998543596336,0,17.9999916894476
151,"Sockeye","Black Lake","Chignik","Chignik",1,1990,434550.15592761,0,1223.99968262752,38096.0343330548,480.999534499761,0,480.999875280913,143872.129660995,457813.556938615,6313.99708484289,0,5554.00500540179,186918.819104285,633234.707637074,3064.99029591906,0,0,17.9999916894476,8749.97229666943,27.0000331350141,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1991,662659.990696295,0,1719.0015492052,2037.99802767259,1139.99947366501,0,508.00045782213,108026.895454066,1279480.409267,1109.99648563464,0,300.999708699435,40629.9812412364,131138.584801478,641.00078664978,0,0,678.997850221547,3667.00450022581,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1992,360680.70557174,0,1625.99842639628,125080.942250433,313.999005846194,0,640.999379655607,53480.9753079637,363022.850631557,1552.0019046497,0,2489.99885037358,71272.7743429166,324846.3986584,0,0,20.9999335120066,9958.0122206841,4878.00196712426,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1993,364261.19703528,0,3665.99830741749,7694.97563689957,198.000242990104,0,127.999940902738,42117.866650414,225957.27729957,983.00039640901,0,1431.99546615207,139814.171582921,516162.208149814,1172.00055498678,0,0,2001.00080693228,436.00020646266,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1994,769464.894270172,0,165.999474428243,0,0,0,860.997273992272,103599.127139049,1183383.47721636,11226.00531594,0,1430.00175492853,222344.089663444,517513.24506218,617.999515780995,0,0,56.0000265181398,95.9999247815138,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1995,366496,0,1663.00204087143,28367.0114394043,0,0,1496.00183592523,511526.20628028,1399908.66290993,7135.99440875919,0,0,20350.0096365026,85674.9328714187,2234.00511028612,0,0,0,2776.00635011381,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1996,464747.620664166,0,9594.00386891968,91050.0431156541,761.999402953266,0,524.000211310602,69098.0327205433,1111890.12880461,12284.0280997111,0,0,11045.9913451729,335616.76772327,801,0,0,1060.00242475527,2399,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1997,396667.939525663,0,953.000451281915,7924.99379055726,110.000251625547,0,0,49608.9611300637,459184.050383397,2955,0,676.999469552967,51638.1181221819,208648,0,0,0,191,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1998,410659.108777584,0,163.999871501753,3038.00694944012,0,0,682.999464851812,188296.430728037,532566,1015,0,4.0000091500199,38305,111141,3659.45617041064,0,0,0,7398.5894547166,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,1999,457423.607345822,0,1660.00379725826,15979,0,0,80.5800507733553,98359,630749,734,0,910,70220,176623,0,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2000,536139,0,1030,10185,0,0,244,257222,1101146,8102.2862805551,0,297,49689,150557.271651484,3513,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2001,744015,0,5364,59606,0,0,0,77174,523867.005473775,10669,0,0,31580.2515574382,164276,2738.22638063238,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2002,384088,0,0,6231,1717,0,0,55979,248106,4421.16886792453,0,0,1416,62353.8501410787,0,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2003,350004,0,4532,58353,0,0,0,90847,416783.218635845,235,0,0,17262.5339719566,103322,0,0,0,0,14.7702,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2004,363800,0,13304,51252.4451882485,1720,0,0,45346.2171916731,604316,3104.31462,0,0,47109,150794.67898,2845.03514462,0,0,0,0,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2005,355091,0,0,17163,0,0,171.339622641509,94309,834023.20361,0,0,0,11240.12097,525008.189716723,0,0,0,6180.141635497,17839,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2006,366497,0,1250,14447.04205,0,0,0,184384.39628,2308564.43294979,51774,0,361.9616,127622.856491757,539542,3659.45617041064,0,0,0,7398.5894547166,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2007,361091,0,2669.81169,25089.6887604266,1729,0,0,37792.2571821786,399491,1498.914911604,0,2691.9205983355,34547,363828.975321008,1017.05925204244,0,0,0,252.095371995026,0,0,0
151,"Sockeye","Black Lake","Chignik","Chignik",1,2008,377579,0,0,15023,0,0,0,511577,1936704.51654806,5805.11325595991,0,0,0,75848.4444507484,0,0,0,0,2128,0,0,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2009,391476,0,0,4803.06378417714,339.995922047623,0,0,48524.9256495643,101131.196928773,0,0,0,43042.4404108094,201244,0,NA,0,1717,4061.27406306227,NA,0,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2010,432535,0,0,0,0,0,0,178577,594126,1053.51780631607,NA,641.028332989241,101423,345331.115218442,NA,NA,0,1053.52665980292,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2011,488930,0,0,1396,0,0,3479.8579128705,255286,842269.674294141,NA,NA,1134,75494.6436847678,NA,NA,NA,0,NA,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2012,353441,0,0,442.048843510736,NA,0,3461,115327.00941098,NA,NA,NA,429.777064286658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2013,386782,0,0,NA,NA,0,516.373918150297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2014,360381,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2015,534088,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"Sockeye","Black Lake","Chignik","Chignik",1,2016,418295,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
