"Stock.ID","Species","Stock","Region","Sub.Region","UseFlag","BroodYear","TotalEscapement","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2"
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2006,89516,0,0,245.718445909232,0,0,107.405536176437,6723.3088563807,21538.9905764059,0,0,40387.7508241005,217026.103016733,116934.728275819,686.523965635231,7498.12865650865,5776.66711652768,2649.45132471882,0,0,0
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2007,120186,0,0,660.603206382283,0,0,3792.80791449079,13301.4064079656,21050.1262518768,0,0,67117.1042042456,171110.992801231,87986.5933045197,454.400784562485,0,576.42425238288,0,0,0,0
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2008,105363,0,0,0,0,0,4622.82731106883,45644.8049928723,48444.0806816207,151.226020612143,0,10102.9672229737,100679.720617331,44642.337187867,0,0,0,276.762590182868,0,0,0
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2009,101845,0,495.295703557243,0,0,0,92.8934170116054,10784.1756543556,16451.8523415326,0,0,17550.0791970784,322751.943602819,174311,107.885006445432,859.658047232785,12255.4012490764,2142.52160036138,0,0,0
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2010,94680,0,0,0,0,0,1872.92420753144,13153.7170412512,23316,0,0,26967.0722124588,160354,80454.3075715116,NA,2046.91906182361,5076.29407659008,NA,0,0,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2011,134642,0,0,0,0,0,832.438495988288,8207,6723.20272078864,NA,0,55889,142674.790373794,NA,NA,161.053679062891,NA,NA,0,NA,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2012,148884,0,513,0,0,0,388,1295.82381521348,NA,NA,0,3255.24141650923,NA,NA,NA,NA,NA,NA,0,NA,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2013,136059,0,0,NA,0,0,2435.45431848767,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2014,200296,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2015,219093,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
144,"Sockeye","Frazer","Kodiak","Kodiak",1,2016,150468.849531,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
