"Stock.ID","Species","Stock","Region","Sub.Region","UseFlag","BroodYear","TotalEscapement","R0.1","R0.2","R0.3","R0.4","R0.5","R1.1","R1.2","R1.3","R1.4","R1.5","R2.1","R2.2","R2.3","R2.4","R3.1","R3.2","R3.3","R3.4","R4.1","R4.2"
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1988,296510,0,0,0,0,0,0,8383.28246090781,9707.77400717342,0,0,6297.36507462687,84322.2437223358,37096.1147360293,320,13770.471592868,202729,70357,0,0,231
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1989,349753,0,0,0,0,0,1621.10388059701,8492.46501780886,13979.228026638,0,0,7624.21359380574,104563.65280867,167751,1,5517,101296,69709,0,0,5362
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1990,196197,0,0,0,0,0,181.071375514326,18148.5019503277,50649,652,0,2779.70963364993,79156,146751,269,6586,97063,70863,0,0,760
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1991,243069,0,0,1062,0,0,1223.92062415197,26661,83430,0,0,12015,326422,127809,106.723379431389,7087,81364,12112.9341291315,0,809,2476.43010626514
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1992,217152,0,0,4,0,0,2669,9627,13159,0,0,9642,52730,42891.1976431488,768.974429997726,14935,58374.6179587015,36603.1178399921,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1993,261169,0,2,350,0,0,1534,3309,7717.68994060683,0,0,18252,226377.151984754,128158.492313064,1752,2274.926658,35029.2347645591,42562.5385163205,0,0,436.52
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1994,260771,0,0,0,0,0,1017,8955.80417824817,41178.5709310741,427.396763086986,0,7265.986667,294779.931713708,182132.860705479,586.744743809375,1856.65317919075,54147.5207743394,33887,0,0,1781.05077090796
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1995,238079,0,0,0,0,0,217.789187163981,23267.8915358108,33003.5366862611,0,0,13105.9522319509,231808.997542439,245933.619685407,1405.27450072121,3463.3234421365,83559,52469.8243,0,0,834.963848627051
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1996,250357,0,0,0,0,0,0,2063.4858118858,2216.59125439097,0,0,5958.65863790056,253847,215128.781277951,61,2326,84029.0206,42035,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1997,252859,0,0,1837.65194068075,0,0,0,3929.96739863988,6691.06188329899,0,0,11696.433851098,233964.129533275,131879,0,3273.5084,63748,24066,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1998,252298,0,0,0,0,0,573.52222817354,4257.70727237173,5410,532,0,19885.3739,531206,168024,0,4517,104530,14578,0,715,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,1999,392419,0,0,0,0,0,898.2405976051,15382,33620,76,0,28948,432204,192314,0,10393,80270,48461,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2000,291351,0,0,0,0,0,939,9611,3393,129,0,4286,223141,109252,483,6013,78082,74506,0,0,523
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2001,338799,0,0,0,0,0,0,3223,1102,0,0,6573,216151,274770,3144,5644,51394,42585,0,0,425
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2002,456842,0,0,0,0,0,78,4894,7592,99,0,11188,69773,59363,698,1251,12086,4882,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2003,451856,0,0,286,0,0,0,2237,1150,49,0,9403,30926,15852,1,638,15878,1494,0,621,686
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2004,393468,0,760,99,0,0,0,196,946,0,0,390,17044,5120,0,4700,32065,10449.0247668874,0,0,100.646322554233
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2005,283860,0,0,0,0,0,279,6029,2506,0,0,1257,14088,7753.58462564755,0,4245,16805.7186523179,870.9615,0,175.5353,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2006,202366,0,0,23,0,0,0,15167,4056.18450675599,0,0,5207,27613.834479196,13395.0554554678,0,6531.97650463576,8786.4791,1026.5336,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2007,294740,0,0,20.3901587250706,0,0,759,3832.23315136309,10030.043338412,21.4572939149453,0,16049.4680027377,175425.642262416,158348.352456957,699.698264665395,1588.7554,9584.1523,5642.7299,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2008,82191,0,0,0,102.366315965412,0,338.3138,15219.0117712025,44996.3591328849,136.932500360054,0,10309.3909,184374.952186486,145950.399420944,62.5593273570344,2181.8467,9675.0053,1598.9748,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2009,52798,0,0,8.43591783397465,0,0,239.8912,20084.0145710507,7071.44145614203,0,0,22414.132494972,186660.180237363,27530.2886345526,0,977.8261,2047.7025,0.7263,0,0,0
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2010,71453,0,0,0,0,0,2288.15526896622,28315.376474324,23538.2744066916,0,0,41549.4865096083,276983.094728628,18646.8545792402,NA,1242.0612,3699.878,NA,0,0,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2011,87049,148.3594,184.384428800184,0,0,0,1556.41387569623,23576.1410124794,9274.17735202984,NA,0,28229.5184306413,129421.337630013,NA,NA,1154.8962,NA,NA,0,NA,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2012,188085,0,0,0,NA,0,932.037794221826,28938.3282007601,NA,NA,0,23414.6750265544,NA,NA,NA,NA,NA,NA,0,NA,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2013,234880,0,0,NA,NA,0,1207.51713993203,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2014,252097,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2015,260758,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
149,"Sockeye","Early Karluk","Kodiak","Kodiak",1,2016,173874,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
